Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2012 [YR2012],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Cuba,CUB,Net migration,SM.POP.NETM,..,-73271,..,..,..
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
Curacao,CUW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,11.6999998092651,..,..
Curacao,CUW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..
Curacao,CUW,Net migration,SM.POP.NETM,..,6817,..,..,..
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,30818.4639574235,28984.9148053503,23212.2247018375,23541.4882484476,..
Cyprus,CYP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.30000019073486,11.8000001907349,14.8999996185303,13,..
Cyprus,CYP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.30000019073486,11.8000001907349,14.8999996185303,13,11.8999996185303
Cyprus,CYP,Net migration,SM.POP.NETM,..,22509,..,..,..
Czech Republic,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,19808.0710912518,19729.8705111763,17715.6168523009,18483.7164797716,..
Czech Republic,CZE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.30000019073486,7,5,4,..
Czech Republic,CZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.30000019073486,7,5,4,3.40000009536743
Czech Republic,CZE,Net migration,SM.POP.NETM,..,59997,..,..,..
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,58041.4112245601,58507.5002096272,53012.9965835008,53578.7565680928,..
Denmark,DNK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.5,7.5,6.19999980926514,6.19999980926514,..
Denmark,DNK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.5,7.5,6.19999980926514,6.19999980926514,6.30000019073486
Denmark,DNK,Net migration,SM.POP.NETM,..,106841,..,..,..
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,1325.99072352076,1536.15068518041,1862.16727373104,..,..
Djibouti,DJI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Djibouti,DJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.09999990463257,6.09999990463257,6,6,6.09999990463257
Djibouti,DJI,Net migration,SM.POP.NETM,..,6002,..,..,..
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,6912.43571398947,6745.84959397241,7313.84935207206,7906.72167102038,..
Dominica,DMA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Dominica,DMA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..
Dominica,DMA,Net migration,SM.POP.NETM,..,..,..,..,..
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,5451.06695994465,5968.87676663626,6468.47164839225,6722.22353575768,..
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5,6.5,5.90000009536743,..,..
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.3999996185303,14.6999998092651,14.5,14.1000003814697,13.8000001907349
Dominican Republic,DOM,Net migration,SM.POP.NETM,..,-153010,..,..,..
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,2926.48390729671,3328.0571883119,3259.70002124806,3280.67066529288,..
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.64521625002701,5.44271078612448,..,..,..
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.74829050998114,5.69511278697456,5.60611849108162,5.60009283708155,5.64848599581162
Early-demographic dividend,EAR,Net migration,SM.POP.NETM,..,-11500387,..,..,..
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,7674.4757046682,9395.77760481057,9533.91232576678,9779.46649819104,..
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.07898865861641,3.87915060174444,..,..,..
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.36941857328722,4.3352631718296,4.28949192532053,4.27536886619146,4.27601389484282
East Asia & Pacific,EAS,Net migration,SM.POP.NETM,..,-1248301,..,..,..
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,4007.3237826445,5386.48952876495,6509.1108644881,6580.79364078079,..
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.99390084285566,3.84081255601762,..,..,..
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.32080160978538,4.35654627977102,4.34959865700025,4.35315245832127,4.36142838816702
East Asia & Pacific (excluding high income),EAP,Net migration,SM.POP.NETM,..,-3400344,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,4050.26229857884,5443.9995068808,6578.17940729707,6650.43576946646,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.99390084285566,3.84081255601762,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.32109780906803,4.35735512766035,4.35031849756932,4.35392628426554,4.36379124648029
East Asia & Pacific (IDA & IBRD countries),TEA,Net migration,SM.POP.NETM,..,-3373331,..,..,..
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,4657.3023611471,5702.10431276527,6150.15595531519,6018.52686848782,..
Ecuador,ECU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.09999990463257,3.20000004768372,3.59999990463257,4.59999990463257,..
Ecuador,ECU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5,4.09999990463257,4.80000019073486,4.69999980926514,5.19999980926514
Ecuador,ECU,Net migration,SM.POP.NETM,..,-38001,..,..,..
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2602.47954869567,3181.44170830415,3547.71301183827,3477.851742609,..
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9,12.6000003814697,13,12.3999996185303,..
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9,12.6999998092651,12.8000001907349,12.1000003814697,11.6000003814697
"Egypt, Arab Rep.",EGY,Net migration,SM.POP.NETM,..,-275026,..,..,..
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,3474.39244489447,3827.78626660961,4127.11774995493,4223.58457943469,..
El Salvador,SLV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.90000009536743,3.79999995231628,4,4.40000009536743,..
El Salvador,SLV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7,6.09999990463257,7,6.90000009536743,6.90000009536743
El Salvador,SLV,Net migration,SM.POP.NETM,..,-240415,..,..,..
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,17136.4456757583,21557.6527999109,10717.4821761177,8747.35347324673,..
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.80000019073486,6.09999990463257,5.80000019073486,6.19999980926514,6.69999980926514
Equatorial Guinea,GNQ,Net migration,SM.POP.NETM,..,90001,..,..,..
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,482.1490904235,..,..,..,..
Eritrea,ERI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.59999990463257,6.59999990463257,6.40000009536743,6.5,6.59999990463257
Eritrea,ERI,Net migration,SM.POP.NETM,..,-159999,..,..,..
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,14638.6048173457,17421.8902227378,17155.8741759995,17736.8026953521,..
Estonia,EST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,16.7000007629395,10,6.19999980926514,6.80000019073486,..
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.7000007629395,10,6.19999980926514,6.80000019073486,7.30000019073486
Estonia,EST,Net migration,SM.POP.NETM,..,-10516,..,..,..
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,341.309909200504,468.506724907536,645.465006707765,706.75747512216,..
Ethiopia,ETH,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,19.1000003814697,17.7999992370605,17,17.1000003814697,..
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.19999980926514,5.90000009536743,5,5.19999980926514,5.40000009536743
Ethiopia,ETH,Net migration,SM.POP.NETM,..,-60001,..,..,..
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,37617.722310156,37598.8900937201,34351.6089297841,35021.6365656913,..
Euro area,EMU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.0548010010939,11.2784969728321,10.8374513837099,10.002749257726,..
Euro area,EMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.1301576225363,11.3682257564597,10.8374513837099,10.002749257726,9.38078966867419
Euro area,EMU,Net migration,SM.POP.NETM,..,1929664,..,..,..
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,23536.9060598313,24970.975180496,22442.9942316612,22233.812446903,..
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.04137233377075,9.01742892804777,8.59316922118303,8.7974683598181,..
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.08871128275678,9.07300015320666,8.61324270520538,8.1334212049872,7.81668976547782
Europe & Central Asia,ECS,Net migration,SM.POP.NETM,..,5164543,..,..,..
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,7822.76250917472,10083.259272843,7521.36531925434,7167.64866203512,..
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.49682259599341,7.26809577847672,7.65100500240545,..,..
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.59253893925096,7.49994551919247,7.80297926937498,7.70958715512971,7.68146799861367
Europe & Central Asia (excluding high income),ECA,Net migration,SM.POP.NETM,..,1256956,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,8234.20665761327,10344.5673867043,7944.29241450484,7605.10663582529,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.60098058231701,7.53903071401427,7.6366708447001,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.68035931465267,7.72591841536272,7.77698421911131,7.58035944356481,7.46146400756955
Europe & Central Asia (IDA & IBRD countries),TEC,Net migration,SM.POP.NETM,..,1182959,..,..,..
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,33687.5881704569,34230.9515305165,32198.6671304312,32242.0883817418,..
European Union,EUU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.52407142234838,10.4122437641686,9.38155227121083,8.52716877537083,..
European Union,EUU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.57399883991398,10.4716191173552,9.38231857114075,8.52716877537083,7.96378438957825
European Union,EUU,Net migration,SM.POP.NETM,..,2939221,..,..,..
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,47397.9029229641,48421.8030715067,50581.9684915586,..,..
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.40000009536743,3,..,..,..
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..
Faroe Islands,FRO,Net migration,SM.POP.NETM,..,..,..,..,..
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,3651.96678405546,4546.73850445133,4921.95072272884,5233.46942283754,..
Fiji,FJI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.89999961853027,9,..,..,..
Fiji,FJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.89999961853027,9,8.89999961853027,8.39999961853027,8.10000038146973
Fiji,FJI,Net migration,SM.POP.NETM,..,-28720,..,..,..
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,46202.4151628454,47415.5598711351,42419.5655667694,43401.2283420768,..
Finland,FIN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.39999961853027,7.69999980926514,9.39999961853027,8.80000019073486,..
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.39999961853027,7.69999980926514,9.39999961853027,8.80000019073486,8.60000038146973
Finland,FIN,Net migration,SM.POP.NETM,..,81416,..,..,..
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,1466.46802085725,1644.79909158853,1559.0504938177,1471.91341417364,..
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.31526341847691,8.36487234023881,8.68944324262038,8.66343306966808,8.57960840763779
Fragile and conflict affected situations,FCS,Net migration,SM.POP.NETM,..,-4754098,..,..,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,40703.3459209005,40838.025058798,36526.7701083069,36857.1192305925,..
France,FRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.89999961853027,9.39999961853027,10.3999996185303,10.1000003814697,..
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.30000019073486,9.80000019073486,10.3999996185303,10.1000003814697,9.89999961853027
France,FRA,Net migration,SM.POP.NETM,..,361722,..,..,..
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
French Polynesia,PYF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,21.7999992370605,..,..,..
French Polynesia,PYF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.3999996185303,21.7999992370605,21.3999996185303,18.2000007629395,16.3999996185303
French Polynesia,PYF,Net migration,SM.POP.NETM,..,-4998,..,..,..
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,8754.11392185095,9774.18076112105,7388.98414439318,7179.34066115314,..
Gabon,GAB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,20.3999996185303,..,..,..,..
Gabon,GAB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,20.3999996185303,20.2000007629395,20,19,18.5
Gabon,GAB,Net migration,SM.POP.NETM,..,85442,..,..,..
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,562.482515877715,504.974009386455,458.969002430362,473.190436565448,..
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,9.39999961853027,..,..,..
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,29.7999992370605,29.7999992370605,29.7000007629395,29.7000007629395,29.7999992370605
"Gambia, The",GMB,Net migration,SM.POP.NETM,..,-13476,..,..,..
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,2964.47703373088,4142.8691753655,3764.64091159037,3865.78569331828,..
Georgia,GEO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,16.2999992370605,15,12,11.8000001907349,..
Georgia,GEO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.2999992370605,15,12,11.6999998092651,11.5
Georgia,GEO,Net migration,SM.POP.NETM,..,-305269,..,..,..
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,41785.556912554,44065.2489082767,41323.921502169,42161.3196584389,..
Germany,DEU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7,5.40000009536743,4.59999990463257,4.09999990463257,..
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7,5.40000009536743,4.59999990463257,4.09999990463257,3.79999995231628
Germany,DEU,Net migration,SM.POP.NETM,..,1777126,..,..,..
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,1312.60755731025,1629.80022222505,1361.1139050484,1513.46103432745,..
Ghana,GHA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.30000019073486,..,..,..,..
Ghana,GHA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.19999980926514,4.09999990463257,5.09999990463257,5.5,5.80000019073486
Ghana,GHA,Net migration,SM.POP.NETM,..,-49999,..,..,..
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
Gibraltar,GIB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Gibraltar,GIB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..
Gibraltar,GIB,Net migration,SM.POP.NETM,..,..,..,..,..
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,26917.7589787254,22242.681934771,18070.7767788584,17890.5749431119,..
Greece,GRC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,12.6999998092651,24.3999996185303,24.8999996185303,23.5,..
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.6999998092651,24.3999996185303,24.8999996185303,23.5,23.1000003814697
Greece,GRC,Net migration,SM.POP.NETM,..,-161799,..,..,..
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,40532.5081049666,42398.6336725626,39569.1057905441,..,..
Greenland,GRL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.80000019073486,9.80000019073486,9.10000038146973,..,..
Greenland,GRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..
Greenland,GRL,Net migration,SM.POP.NETM,..,..,..,..,..
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,7365.6666592364,7583.18700190696,9333.2702313727,9841.76405036101,..
Grenada,GRD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,22.8999996185303,..,..
Grenada,GRD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..
Grenada,GRD,Net migration,SM.POP.NETM,..,-4274,..,..,..
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,30700.4340081784,32499.234245779,35210.7888279758,35562.5675277478,..
Guam,GUM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.19999980926514,..,..,..,..
Guam,GUM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.19999980926514,12.1999998092651,6.90000009536743,5.40000009536743,6.5
Guam,GUM,Net migration,SM.POP.NETM,..,-7594,..,..,..
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,2825.52406953376,3299.60513936372,3923.57334364713,4146.7441286273,..
Guatemala,GTM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.70000004768372,2.90000009536743,2.70000004768372,2.79999995231628,..
Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.70000004768372,2.90000009536743,2.40000009536743,2.70000004768372,2.59999990463257
Guatemala,GTM,Net migration,SM.POP.NETM,..,-50131,..,..,..
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,635.671485240139,654.799802694386,725.064689715606,661.52777340536,..
Guinea,GIN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Guinea,GIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.30000019073486,6.30000019073486,6.30000019073486,6.30000019073486,6.30000019073486
Guinea,GIN,Net migration,SM.POP.NETM,..,-250000,..,..,..
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,546.721668646992,604.268355185121,585.210556939796,641.595964716703,..
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.19999980926514,6.09999990463257,6.09999990463257,6.09999990463257,6.09999990463257
Guinea-Bissau,GNB,Net migration,SM.POP.NETM,..,-10003,..,..,..
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,3044.94912901667,3799.75629224491,4160.26927498792,4529.13941162907,..
Guyana,GUY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Guyana,GUY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.8000001907349,11,11.6999998092651,11.6000003814697,11.5
Guyana,GUY,Net migration,SM.POP.NETM,..,-27278,..,..,..
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,662.279518162433,766.843762318888,814.546395216916,739.595436253749,..
Haiti,HTI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,14.1000003814697,..,..,..
Haiti,HTI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.5,14.1000003814697,14.1000003814697,13.6999998092651,13.3999996185303
Haiti,HTI,Net migration,SM.POP.NETM,..,-150000,..,..,..
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,743.250264201654,844.650353600542,883.387667448842,872.101862647059,..
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.26263887452179,5.98069709305002,6.07461904321905,6.13495504415414,6.17356778073462
Heavily indebted poor countries (HIPC),HPC,Net migration,SM.POP.NETM,..,-2838760,..,..,..
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,39326.9041198646,42012.6560325476,40223.1115723657,40809.1408318901,..
High income,HIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.33162639526927,8.02910592642764,6.68230427464125,6.2103173633315,..
High income,HIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.27752698521378,8.00467366691384,6.67003464414973,6.20629005997551,5.96476571550523
High income,HIC,Net migration,SM.POP.NETM,..,15891250,..,..,..
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,1932.85828999689,2178.37738533424,2326.15585622742,2361.16020452934,..
Honduras,HND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.09999990463257,3.79999995231628,4.59999990463257,4.69999980926514,..
Honduras,HND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.80000019073486,3.90000009536743,7.40000009536743,6.30000019073486,5.69999980926514
Honduras,HND,Net migration,SM.POP.NETM,..,-15001,..,..,..
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,32549.998231121,36730.8767001128,42434.6660251356,43740.9928819793,..
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.30000019073486,3.29999995231628,3.29999995231628,3.40000009536743,..
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.30000019073486,3.29999995231628,3.29999995231628,3.40000009536743,3.5
"Hong Kong SAR, China",HKG,Net migration,SM.POP.NETM,..,74892,..,..,..
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,13092.2337567695,12888.3045908829,12483.8659406349,12820.0881963053,..
Hungary,HUN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.1999998092651,11,6.80000019073486,5.09999990463257,..
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.1999998092651,11,6.80000019073486,5.09999990463257,4.19999980926514
Hungary,HUN,Net migration,SM.POP.NETM,..,29999,..,..,..
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,4508.76827481404,5543.60339322759,5554.73333588486,5529.35634632953,..
IBRD only,IBD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.16366089858084,4.7740277500108,..,..,..
IBRD only,IBD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.53447644124763,5.43650381953979,5.44893829447302,5.60084837576562,5.7109228439993
IBRD only,IBD,Net migration,SM.POP.NETM,..,-3237758,..,..,..
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,41676.4452733744,44333.8501759313,50734.4435967226,59764.7053751862,..
Iceland,ISL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.59999990463257,6,4,3,..
Iceland,ISL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.59999990463257,6,4,3,2.70000004768372
Iceland,ISL,Net migration,SM.POP.NETM,..,-2163,..,..,..
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,3691.88155743495,4503.83986441238,4500.88547355393,4459.20466971562,..
